"word","count"
"DManWWVeZB",98
"TrumpForVets",98
"nice",97
"ISIS",97
"times",97
"WashingtonDC",97
"Protests",97
"WHAT",97
"reaching",96
"reflect",96
"played",96
"dice",96
"yours",96
"HER",96
"gop",96
"bringing",96
"shouldn",95
"attacking",95
"LIVE",95
"hoax",95
"Sarah",95
"attacked",95
"bully",95
"non",95
"Hillaryclinton",95
"raise",95
"TrumpTrain🚂",95
"While",95
"slowly",95
"Palin",95
"😂😂😂",95
"decision",95
"totally",94
"fall",94
"looking",94
"OMYeDzCk5l",94
"VIDEO",94
"freaking",94
"Mac",94
"ImagineAnna",94
"unfit",94
"state",94
"Want",93
"smart",93
"WVprimary",93
"ywpYhL…",93
"TUSK81",93
"Mike",93
"politicians",93
"BikersForTrump",93
"Hard",93
"allow",93
"cause",93
"cares",93
"thank",93
"taken",93
"keeps",93
"contra",93
"Hilary",93
"magnifier661",93
"WANT",92
"reverse",92
"girl",92
"Popular",92
"Visit",92
"continues",92
"⋆",92
"die",92
"YOUR",92
"Epstein",91
"KNOW",91
"fine",91
"platinum—tell",91
"Endorses",91
"These",91
"MacMiller’s",91
"blood",91
"BBCWorld",91
"response",91
"pro",91
"ONE",91
"1st",91
"GREAT",91
"“DonaldTrump”",91
"MattKellerABC7",91
"unity",91
"tHbcMHZgn9",90
"0…",90
"violent",90
"mate",90
"Many",90
"Voters",90
"Google",90
"believes",90
"supertuesday",90
"grovel",90
"600",90
"TrumpNewMedia",90
"THEY",89
"house",89
"Hell",89
"voter",89
"fraud",89
"smokes",89
"coloured",89
"honest",89
"Coverage",89
"United",89
"States",89
"reservation",89
"blame",89
"JFK",89
"thousands",89
"solve",88
"Left",88
"Koch",88
"Keep",88
"hold",88
"StopTheSteal",88
"filing",88
"missed",88
"miners",88
"✔️",88
"fly",88
"bet",88
"release",88
"stay",87
"kELwaRSBcw",87
"endorsing",87
"scUZFPLjQj",87
"GuamCaucus",87
"turns",87
"mention",87
"father",87
"photo",87
"greghoward88",87
"York",87
"leads",86
"followers",86
"Nationalist",86
"ALSO",86
"orchestrated",86
"GinaMarie497",86
"Agop9ij…",86
"beats",86
"NicholsUprising",86
"djNs4YOpTb",86
"wanna",85
"puts",85
"FUCK",85
"UnitedShades",85
"Beat",85
"msnbc",85
"5deMayo",85
"TrishIntel",85
"investigating",85
"promises",85
"aDbTu7eond",85
"NOW",85
"couldn",85
"speaker",85
"reasons",85
"Protestors",85
"wage",84
"Delegates",84
"human",84
"wkamaubell",84
"CorrectRecord",84
"WeWillNotBeTrumped",84
"zZ2qgzHZv3",84
"GTFOOH",84
"Its",84
"act",84
"trumps",84
"EMPIRICALLY",84
"kyqw3NCfEK",84
"sign",83
"Show",83
"jerrydoyle",83
"Fish",83
"Damn",83
"aV35xYrrIS",83
"War",83
"Jeb",83
"Fun",83
"NYDailyNews",83
"Hil…",83
"Another",83
"wife",83
"instead",82
"Flag",82
"speeches",82
"security",82
"VickyBrush",82
"social",82
"countries",82
"continue",82
"pretty",82
"SHE",82
"DNC",82
"ViewFromWise",82
"PEOPLE",82
"CostaMesa",82
"VivaLaAmes",81
"SHAME",81
"Height",81
"education",81
"Blob",81
"happy",81
"can’t",81
"standing",81
"ToldYou",81
"MEXICO",81
"tedcrux",81
"who’ll",81
"agenda",81
"Spanish",81
"heroes",80
"ChooseCruz",80
"biggest",80
"menu",80
"45th",80
"under…",80
"trash",80
"fan",80
"kharyp",80
"grief",80
"Every",80
"common",80
"tgnKZ0Qc1u",80
"BBCNews",80
"higher",79
"WeLoveTrump",79
"NAZI",79
"BuildTheWall",79
"Drumpf",79
"hates",79
"KYPrimary",79
"ddale8",79
"Gov",79
"disgusting",79
"Independent",79
"dropouthillary",79
"LOVES",79
"Coach",78
"imwithher",78
"second",78
"clown",78
"Let’s",78
"RedRising11",78
"leftwing",78
"Bikers4Trump",78
"Maybe",78
"Facebook",78
"coalminers",78
"ser",78
"cuz",78
"ChatRevolve",78
"picked",78
"Store",78
"WAKE",77
"solid",77
"claim",77
"MORE",77
"begins",77
