"word","count"
"mrmrsnever",105
"Kotcha301",105
"Latino",105
"cover",104
"TUSK81",104
"Jeff",104
"unifying",104
"position",104
"decades",104
"Brains4Bern",104
"SusanSarandon",104
"Completely",104
"apparently",104
"career",104
"BITCH",104
"Murica",104
"NEPrimary",103
"Better",103
"NeverHillaryClinton",103
"terrible",103
"VoteTrump2016",103
"wgBzzggJS5",103
"Been",103
"RKGold91",103
"expect",103
"hates",103
"misguided",103
"BlueNationRev",103
"banks",103
"crowd",102
"thru",102
"donations",102
"Nice",102
"pathetic",102
"Laid",102
"entitled",102
"illegally",102
"cunt",102
"dishonest",102
"mining",102
"leaves",102
"While",102
"reality",102
"Very",101
"seeing",101
"experienced",101
"fuel",101
"CRIMINAL",101
"LilaGraceRose",101
"becomes",101
"sending",101
"YahyaJohn",100
"rWQ6eacavq",100
"count",100
"MORE",100
"LYIN",100
"Monica",100
"along",100
"mixtape",100
"flying",100
"Whether",100
"YGNSH03nZY",100
"WeDreamBig",100
"officially",100
"hypocritical",100
"destroying",100
"HillaryTheHawk",100
"Which",100
"willing",99
"hesitate",99
"loud",99
"laws",99
"chief",99
"John",99
"guns",99
"stopped",99
"scared",99
"eyes",99
"NBCNightlyNews",99
"Mitchell",99
"buddy",99
"happened",99
"Former",99
"HillaryTheLiar",99
"St…",99
"Independent",99
"ClintonFoundation",99
"usmc",98
"quote",98
"PLEASE",98
"perfect",98
"SenJohnMcCain",98
"community",98
"Kissinger",98
"blue",98
"Video",98
"privilege",98
"sexual",98
"group",98
"reach",98
"amychozick",98
"outside",97
"cl…",97
"Lemon",97
"played",97
"Patriotic",97
"gone",97
"worked",97
"statements",97
"bureaucrats–America",97
"write",97
"terrorists",97
"danmericaCNN",97
"🤔",97
"magnifier661",97
"BuzzFeedNews",96
"crook",96
"leaders",96
"Kathleen",96
"seriously",96
"trash",96
"AC360",96
"Meringue",96
"registered",96
"dropped",96
"swing",96
"endorsement",96
"excited",95
"traumatic",95
"firm",95
"EVER",95
"cost",95
"front",95
"fights",95
"jujubee",95
"aviation",95
"Hillary4Florida",95
"TrumpTrain🚂",95
"weeks",95
"raising",94
"advantage",94
"step",94
"claim",94
